date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:25	27375/27375	---MCZ	200	added ('OK')	text/javascript	etag:W/%22a0f07edd03b41f5adfa2a569497cbc8d%22	https://docs.archia.app/toc-7e827e24.js	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/toc-7e827e24.js	(from https://docs.archia.app/)
16:43:25	10422/10422	---MCZ	200	added ('OK')	text/html	etag:W/%22361b6f2974bedb5828e141a0070764b4%22	https://docs.archia.app/toc.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/toc.html	(from https://docs.archia.app/)
16:43:25	26360/26360	---MCZ	200	added ('OK')	text/html	etag:W/%224ffe87275738ec52bc669432a83a9354%22	https://docs.archia.app/quick-start-server.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/quick-start-server.html	(from https://docs.archia.app/)
16:43:25	38932/38932	---MCZ	200	added ('OK')	text/html	etag:W/%224fc416f1d3cc4fb263fa4e666532d32f%22	https://docs.archia.app/agent-configuration.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/agent-configuration.html	(from https://docs.archia.app/)
16:43:26	26224/26224	---MCZ	200	added ('OK')	text/html	etag:W/%22a9f00f5ea808d1e700832c49dafeb8eb%22	https://docs.archia.app/archiad/api/index.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/api/index.html	(from https://docs.archia.app/)
16:43:26	29207/29207	---MCZ	200	added ('OK')	text/html	etag:W/%22db76514b0880ee8cf2ef508a3acc3c1c%22	https://docs.archia.app/quick-start-c.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/quick-start-c.html	(from https://docs.archia.app/)
16:43:26	35597/35597	---MCZ	200	added ('OK')	text/html	etag:W/%2294243f3f2c240d7eb19345700be032bf%22	https://docs.archia.app/tool-configuration.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/tool-configuration.html	(from https://docs.archia.app/)
16:43:26	28478/28478	---MCZ	200	added ('OK')	text/html	etag:W/%22c90017cf9244f04e605d8caf875c7e52%22	https://docs.archia.app/archiad/index.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/index.html	(from https://docs.archia.app/)
16:43:27	24110/24110	---MCZ	200	added ('OK')	text/html	etag:W/%221a14b03be5a9964c7b4ffb2bc3ea360f%22	https://docs.archia.app/archiad/installation.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/installation.html	(from https://docs.archia.app/)
16:43:27	32182/32182	---MCZ	200	added ('OK')	text/html	etag:W/%2230fa7e7c05ce1d78fa436daa4a976dae%22	https://docs.archia.app/archiad/configuration.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/configuration.html	(from https://docs.archia.app/)
16:43:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Feb%202026%2022:43:27%20GMT	https://docs.archia.app/mcp-auth-handling.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/mcp-auth-handling.html	(from https://docs.archia.app/)
16:43:27	18051/18051	---MCZ	200	added ('OK')	text/javascript	etag:W/%22bdc2dbed628a3bb7a62d58b999dd7123%22	https://docs.archia.app/elasticlunr-ef4e11c1.min.js	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/elasticlunr-ef4e11c1.min.js	(from https://docs.archia.app/)
16:43:28	25824/25824	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2208729c534e1a1728742c1b89b1992731%22	https://docs.archia.app/mcp-auth-handling/	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/mcp-auth-handling/index.html	(from https://docs.archia.app/)
16:43:28	17320/17320	---MCZ	200	added ('OK')	text/javascript	etag:W/%222ab50194c1473b8ab8589a3f63f204d8%22	https://docs.archia.app/mark-09e88c2c.min.js	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/mark-09e88c2c.min.js	(from https://docs.archia.app/)
16:43:28	20094/20094	---MCZ	200	added ('OK')	text/javascript	etag:W/%22a506e8e97dffa4be018e04d2e82a7234%22	https://docs.archia.app/searcher-c2a407aa.js	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/searcher-c2a407aa.js	(from https://docs.archia.app/)
16:43:28	10754/10754	---MCZ	200	added ('OK')	text/javascript	etag:W/%22f06c52bfddb458ad87349acf9fac06c5%22	https://docs.archia.app/clipboard-1626706a.min.js	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/clipboard-1626706a.min.js	(from https://docs.archia.app/)
16:43:29	137537/137537	---MCZ	200	added ('OK')	text/javascript	etag:W/%22a59ae1483df68e7fc5c3116462a4c15c%22	https://docs.archia.app/highlight-abc7f01d.js	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/highlight-abc7f01d.js	(from https://docs.archia.app/)
16:43:29	30019/30019	---MCZ	200	added ('OK')	text/javascript	etag:W/%221af0a5eb68649c35f74ab38f9d845d20%22	https://docs.archia.app/book-a0b12cfe.js	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/book-a0b12cfe.js	(from https://docs.archia.app/)
16:43:29	44352/44352	---M--	200	added ('OK')	font/woff2	etag:%222a3d175b60ed8e9e4fc6d5ff888251ed%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-300-7736aa35.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-300-7736aa35.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:29	40656/40656	---M--	200	added ('OK')	font/woff2	etag:%22209db5027756b11d8208601b888589a9%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-300italic-2c7b95c0.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-300italic-2c7b95c0.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:30	43236/43236	---M--	200	added ('OK')	font/woff2	etag:%22a9557eb451f17dcd8e687327ea9383a0%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-regular-2e3b1d34.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-regular-2e3b1d34.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:30	41076/41076	---M--	200	added ('OK')	font/woff2	etag:%22eaa7773c89001e5b4bca5092c248df2d%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-italic-6c9463f7.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-italic-6c9463f7.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:30	44936/44936	---M--	200	added ('OK')	font/woff2	etag:%2297593b89e95959c7f41c47cf407d1f63%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-600-486c6759.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-600-486c6759.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:30	42120/42120	---M--	200	added ('OK')	font/woff2	etag:%22ba0552ee00a0f1ab04d862f651201fd4%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-600italic-1a3e8659.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-600italic-1a3e8659.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:31	44988/44988	---M--	200	added ('OK')	font/woff2	etag:%2217c283b4e785e073ec09dc72acebafac%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-700-c22fe8c7.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-700-c22fe8c7.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:31	40800/40800	---M--	200	added ('OK')	font/woff2	etag:%22b12383177da0a97afd44a9706a776ce1%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-700italic-238ae959.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-700italic-238ae959.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:31	44536/44536	---M--	200	added ('OK')	font/woff2	etag:%223d4b2f5a51f644d862704596d7ab93d6%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-800-3d2c812a.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-800-3d2c812a.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:31	40812/40812	---M--	200	added ('OK')	font/woff2	etag:%224fb2e4fe95adc30e5f7ef7d9bc501f94%22	https://docs.archia.app/fonts/open-sans-v17-all-charsets-800italic-ba1521ec.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/open-sans-v17-all-charsets-800italic-ba1521ec.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:32	59140/59140	---M--	200	added ('OK')	font/woff2	etag:%226f16103eaa3c2d4733457bb42d620001%22	https://docs.archia.app/fonts/source-code-pro-v11-all-charsets-500-2bdd9410.woff2	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/fonts/source-code-pro-v11-all-charsets-500-2bdd9410.woff2	(from https://docs.archia.app/fonts/fonts-9644e21d.css)
16:43:32	25824/25824	---MCZ	200	added ('OK')	text/html	etag:W/%2208729c534e1a1728742c1b89b1992731%22	https://docs.archia.app/index.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/index-2.html	(from https://docs.archia.app/toc.html)
16:43:32	34130/34130	---MCZ	200	added ('OK')	text/html	etag:W/%22cdcf3289a9805a45bf75c85bed4d8eec%22	https://docs.archia.app/archiad/mcps.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/mcps.html	(from https://docs.archia.app/toc.html)
16:43:33	53185/53185	---MCZ	200	added ('OK')	text/html	etag:W/%223d1a1bf8fa2d894da425674fc193c599%22	https://docs.archia.app/archiad/api/responses.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/api/responses.html	(from https://docs.archia.app/toc.html)
16:43:33	32961/32961	---MCZ	200	added ('OK')	text/html	etag:W/%22e3999dab55a6c46aaf344629237ec974%22	https://docs.archia.app/archiad/api/models.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/api/models.html	(from https://docs.archia.app/toc.html)
16:43:33	36238/36238	---MCZ	200	added ('OK')	text/html	etag:W/%22ea02ee91736dea3aa498d72c1d167333%22	https://docs.archia.app/archiad/api/agents.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/api/agents.html	(from https://docs.archia.app/toc.html)
16:43:33	31735/31735	---MCZ	200	added ('OK')	text/html	etag:W/%22f7748f91cdd9c7c12c2ba42462cffe4a%22	https://docs.archia.app/archiad/api/tools.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/api/tools.html	(from https://docs.archia.app/toc.html)
16:43:33	26005/26005	---MCZ	200	added ('OK')	text/html	etag:W/%2263629c6bdfdcc900f835c62c9a051579%22	https://docs.archia.app/archiad/api/system.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archiad/api/system.html	(from https://docs.archia.app/toc.html)
16:43:34	21988/21988	---MCZ	200	added ('OK')	text/html	etag:W/%22d4d78652190c5cb071569fc0dfa5558b%22	https://docs.archia.app/archia/index.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archia/index.html	(from https://docs.archia.app/toc.html)
16:43:34	32786/32786	---MCZ	200	added ('OK')	text/html	etag:W/%2246841a5c5dbfebe5a8fc5ed89f4ad073%22	https://docs.archia.app/archia/c.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archia/c.html	(from https://docs.archia.app/toc.html)
16:43:34	33140/33140	---MCZ	200	added ('OK')	text/html	etag:W/%2289174e193f06950c217df154ce1954f2%22	https://docs.archia.app/archia/r.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/archia/r.html	(from https://docs.archia.app/toc.html)
16:43:34	23214/23214	---MCZ	200	added ('OK')	text/html	etag:W/%221f58c7824062aec6cb3c8f31c8e405e9%22	https://docs.archia.app/changelog/index.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/index.html	(from https://docs.archia.app/toc.html)
16:43:35	29898/29898	---MCZ	200	added ('OK')	text/html	etag:W/%22da6b5f202b6ebb47dd9b858eb9b02b6d%22	https://docs.archia.app/changelog/0.15.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.15.0.html	(from https://docs.archia.app/toc.html)
16:43:35	24879/24879	---MCZ	200	added ('OK')	text/html	etag:W/%22be85c221e11901e4c8bfe99ed05ce021%22	https://docs.archia.app/changelog/0.14.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.14.0.html	(from https://docs.archia.app/toc.html)
16:43:35	29596/29596	---MCZ	200	added ('OK')	text/html	etag:W/%22db0d712198af1852901cfb137093858b%22	https://docs.archia.app/changelog/0.13.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.13.0.html	(from https://docs.archia.app/toc.html)
16:43:36	21495/21495	---MCZ	200	added ('OK')	text/html	etag:W/%2255023c1f2e0be2d14e9b6f892a90fc66%22	https://docs.archia.app/changelog/0.12.3.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.12.3.html	(from https://docs.archia.app/toc.html)
16:43:36	21667/21667	---MCZ	200	added ('OK')	text/html	etag:W/%225c52e7f100b6a85aab57cf78156750fb%22	https://docs.archia.app/changelog/0.12.2.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.12.2.html	(from https://docs.archia.app/toc.html)
16:43:36	21501/21501	---MCZ	200	added ('OK')	text/html	etag:W/%22f2bc96d58e161c0d75dbe757d5cf7a33%22	https://docs.archia.app/changelog/0.12.1.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.12.1.html	(from https://docs.archia.app/toc.html)
16:43:36	21761/21761	---MCZ	200	added ('OK')	text/html	etag:W/%22d318cc83c93fadcbdf3040854c7283b9%22	https://docs.archia.app/changelog/0.12.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.12.0.html	(from https://docs.archia.app/toc.html)
16:43:37	21718/21718	---MCZ	200	added ('OK')	text/html	etag:W/%227bc9e43202d788922f4abe7538a7576e%22	https://docs.archia.app/changelog/0.11.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.11.0.html	(from https://docs.archia.app/toc.html)
16:43:37	21958/21958	---MCZ	200	added ('OK')	text/html	etag:W/%22ef2221fae6ec8944a5f4f01a471de0a6%22	https://docs.archia.app/changelog/0.10.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.10.0.html	(from https://docs.archia.app/toc.html)
16:43:37	21546/21546	---MCZ	200	added ('OK')	text/html	etag:W/%22dd2709ea64d19f2c6cf3f758dfa194ab%22	https://docs.archia.app/changelog/0.9.1.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.9.1.html	(from https://docs.archia.app/toc.html)
16:43:37	22091/22091	---MCZ	200	added ('OK')	text/html	etag:W/%223c10a7b404a46a1a792ad31f763b8960%22	https://docs.archia.app/changelog/0.9.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.9.0.html	(from https://docs.archia.app/toc.html)
16:43:38	22148/22148	---MCZ	200	added ('OK')	text/html	etag:W/%22ea0f4f361f803bdbb02a8ea4e0993860%22	https://docs.archia.app/changelog/0.8.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.8.0.html	(from https://docs.archia.app/toc.html)
16:43:38	21502/21502	---MCZ	200	added ('OK')	text/html	etag:W/%220dbe32cbe6adcecb912c5040afddaf88%22	https://docs.archia.app/changelog/0.7.1.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.7.1.html	(from https://docs.archia.app/toc.html)
16:43:38	22126/22126	---MCZ	200	added ('OK')	text/html	etag:W/%222e0bfbe2391ceddee8dff3ff61b317ac%22	https://docs.archia.app/changelog/0.7.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.7.0.html	(from https://docs.archia.app/toc.html)
16:43:39	22079/22079	---MCZ	200	added ('OK')	text/html	etag:W/%223344ef24460df680b5cdedbddacef0d0%22	https://docs.archia.app/changelog/0.5.5.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.5.5.html	(from https://docs.archia.app/toc.html)
16:43:39	21586/21586	---MCZ	200	added ('OK')	text/html	etag:W/%22e5ae4dab6f0fb36de74218679bbada4c%22	https://docs.archia.app/changelog/0.5.4.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.5.4.html	(from https://docs.archia.app/toc.html)
16:43:39	21601/21601	---MCZ	200	added ('OK')	text/html	etag:W/%227e09ec26a9f24abe613006c295b26a99%22	https://docs.archia.app/changelog/0.5.3.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.5.3.html	(from https://docs.archia.app/toc.html)
16:43:39	21554/21554	---MCZ	200	added ('OK')	text/html	etag:W/%226dc38f3095eaaeacf7911cc3f5c0574d%22	https://docs.archia.app/changelog/0.5.2.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.5.2.html	(from https://docs.archia.app/toc.html)
16:43:40	21608/21608	---MCZ	200	added ('OK')	text/html	etag:W/%2297d57f4e048a815ad3b537647cb7616f%22	https://docs.archia.app/changelog/0.5.1.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.5.1.html	(from https://docs.archia.app/toc.html)
16:43:40	21633/21633	---MCZ	200	added ('OK')	text/html	etag:W/%224ee4664c4b67e397a62a03796a236ac4%22	https://docs.archia.app/changelog/0.5.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.5.0.html	(from https://docs.archia.app/toc.html)
16:43:40	21487/21487	---MCZ	200	added ('OK')	text/html	etag:W/%22602cbcf1ee6ac5b9e5a44cada177ec9a%22	https://docs.archia.app/changelog/0.4.3.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.4.3.html	(from https://docs.archia.app/toc.html)
16:43:41	21483/21483	---MCZ	200	added ('OK')	text/html	etag:W/%22a50a050d6e0509c7c40dcd5132cbcd3e%22	https://docs.archia.app/changelog/0.4.2.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.4.2.html	(from https://docs.archia.app/toc.html)
16:43:41	21688/21688	---MCZ	200	added ('OK')	text/html	etag:W/%2200b7b5c993ba5cc4cdc58d5043354325%22	https://docs.archia.app/changelog/0.4.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.4.0.html	(from https://docs.archia.app/toc.html)
16:43:41	21543/21543	---MCZ	200	added ('OK')	text/html	etag:W/%222a7be7a1f4fad8c730553d9e1ab73451%22	https://docs.archia.app/changelog/0.3.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.3.0.html	(from https://docs.archia.app/toc.html)
16:43:41	22123/22123	---MCZ	200	added ('OK')	text/html	etag:W/%223b96a9b0ae1ec9636fe8e70166e5ea16%22	https://docs.archia.app/changelog/0.2.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.2.0.html	(from https://docs.archia.app/toc.html)
16:43:42	20280/20280	---MCZ	200	added ('OK')	text/html	etag:W/%22da8503be1f032ce6115278bb75b7ab61%22	https://docs.archia.app/changelog/0.1.0.html	C:/Users/pierc/OneDrive/Desktop/muidsi-hackathon-2026/archia/Archia%20Website%20Documentation/docs.archia.app/changelog/0.1.0.html	(from https://docs.archia.app/toc.html)
